cultivar;quantidade;ano;opcao;sem_definicao
Outras(2);-;2010;Americanas e híbridas;-
Total;481.103.709;2010;Americanas e híbridas;-
TINTAS;31.771;2010;Uvas de mesa;-
Alphonse Lavallee;-;2010;Uvas de mesa;-
Moscato de Hamburgo;31.771;2010;Uvas de mesa;-
BRANCAS;11.575;2010;Uvas de mesa;-
Cardinal;-;2010;Uvas de mesa;-
Golden Queen;-;2010;Uvas de mesa;-
Patrícia;-;2010;Uvas de mesa;-
Perlona;10.375;2010;Uvas de mesa;-
Italia;-;2010;Uvas de mesa;-
Rubi (Itália, Itália Ro);1.200;2010;Uvas de mesa;-
Total;43.346;2010;Uvas de mesa;-
-;-;2010;Sem classificação;Sem classificação
-;0;2010;Sem classificação;Total
TINTAS;44.473.588;2011;Viníferas;-
Alicante Bouschet;2.130.579;2011;Viníferas;-
Ancelota;1.346.552;2011;Viníferas;-
Aramon;-;2011;Viníferas;-
Alfrocheiro;4.320;2011;Viníferas;-
Arinarnoa;49.376;2011;Viníferas;-
Aspirant Bouschet;2.258;2011;Viníferas;-
Barbera;76.397;2011;Viníferas;-
Bonarda;250;2011;Viníferas;-
Cabernet Franc;2.741.150;2011;Viníferas;-
Cabernet Sauvignon;13.039.126;2011;Viníferas;-
Caladoc;-;2011;Viníferas;-
Campanario;-;2011;Viníferas;-
Canaiolo;-;2011;Viníferas;-
Carignan;-;2011;Viníferas;-
Carmenere;50.125;2011;Viníferas;-
Castelão;26.790;2011;Viníferas;-
Corvina;1.110;2011;Viníferas;-
Croatina;-;2011;Viníferas;-
Cinsaut;-;2011;Viníferas;-
Dom Felder;-;2011;Viníferas;-
Dolcetto;-;2011;Viníferas;-
Durif;-;2011;Viníferas;-
Egiodola;1.544.746;2011;Viníferas;-
Ekigaina;1.350;2011;Viníferas;-
Festival (Sugraone);18.007;2011;Viníferas;-
Franconia;-;2011;Viníferas;-
Freisa;-;2011;Viníferas;-
Gamay St Romain;20.830;2011;Viníferas;-
Gamay Beaujolais;164.201;2011;Viníferas;-
Grand Noir;-;2011;Viníferas;-
Grenache;1.180;2011;Viníferas;-
Jaen;-;2011;Viníferas;-
Lagrein;3.288;2011;Viníferas;-
Lambrusco;94.480;2011;Viníferas;-
Malbec;636.608;2011;Viníferas;-
Marzemina;5.460;2011;Viníferas;-
Merlot;12.510.489;2011;Viníferas;-
Marselan;339.023;2011;Viníferas;-
Molinera;1.080;2011;Viníferas;-
Montepulciano;21.115;2011;Viníferas;-
Moscato Bailey;-;2011;Viníferas;-
Napa Gamay;31.410;2011;Viníferas;-
Nebbiolo;21.342;2011;Viníferas;-
Petit Verdot;127.549;2011;Viníferas;-
Petite Sirah;98.861;2011;Viníferas;-
Pinotage;1.075.863;2011;Viníferas;-
Pinot Noir;2.513.274;2011;Viníferas;-
Pinot Saint George;7.600;2011;Viníferas;-
Piriquita;-;2011;Viníferas;-
Rebo;27.620;2011;Viníferas;-
Refosco;18.705;2011;Viníferas;-
Rondinella;1.150;2011;Viníferas;-
Ruby Cabernet;582.497;2011;Viníferas;-
Sangiovese;359.833;2011;Viníferas;-
Sira (falsa);-;2011;Viníferas;-
Tannat;4.152.135;2011;Viníferas;-
Tempranillo;256.836;2011;Viníferas;-
Teroldego;179.095;2011;Viníferas;-
Torrontes;-;2011;Viníferas;-
Tinta Barroca;-;2011;Viníferas;-
Touriga Francesa;-;2011;Viníferas;-
Touriga Nacional;189.928;2011;Viníferas;-
Tinta Madeira;-;2011;Viníferas;-
Tintoria;-;2011;Viníferas;-
Trincdeira;-;2011;Viníferas;-
Trousseau;-;2011;Viníferas;-
Zinfandel;-;2011;Viníferas;-
Outras1;-;2011;Viníferas;-
BRANCAS E ROSADAS;37.931.015;2011;Viníferas;-
Aliatico;-;2011;Viníferas;-
Aligote;2.640;2011;Viníferas;-
Altesse;-;2011;Viníferas;-
Alvarinho;6.668;2011;Viníferas;-
Arriloba;38.390;2011;Viníferas;-
Auxerrois;-;2011;Viníferas;-
Burger;-;2011;Viníferas;-
Chardonnay;4.916.344;2011;Viníferas;-
Chasselas;29.543;2011;Viníferas;-
Chenin Blanc;212.900;2011;Viníferas;-
Clairette(1);949;2011;Viníferas;-
Colombard;445.104;2011;Viníferas;-
Flora;37.620;2011;Viníferas;-
Garganega;-;2011;Viníferas;-
Gewurztraminer;206.833;2011;Viníferas;-
Gouveio;-;2011;Viníferas;-
Gros Manseng;7.220;2011;Viníferas;-
Italia (Pirovano 65) (PE);6.405;2011;Viníferas;-
Maccabeo;-;2011;Viníferas;-
Malvasia;-;2011;Viníferas;-
Malvasia Amarela;107.015;2011;Viníferas;-
Malvasia Bianca;138.608;2011;Viníferas;-
Malvasia Chianti;-;2011;Viníferas;-
Malvasia Verde;60.776;2011;Viníferas;-
Malvasia di Candia;1.727.224;2011;Viníferas;-
Malvasia Istriana;-;2011;Viníferas;-
Mistura de uvas viníferas branco;-;2011;Viníferas;-
Mistura de uvas viníferas rosado;-;2011;Viníferas;-
Moscato Branco;16.871.284;2011;Viníferas;-
Moscato Canelli;92.887;2011;Viníferas;-
Moscato Giallo;1.949.920;2011;Viníferas;-
Moscato Nazareno;882.104;2011;Viníferas;-
Moscato Bianco R2;808.748;2011;Viníferas;-
Moscato de Alexandria;105.384;2011;Viníferas;-
Moscato Rosado;7.617;2011;Viníferas;-
Muscat à Petits Grains;-;2011;Viníferas;-
Muller Thurgau;-;2011;Viníferas;-
Muscadelle;-;2011;Viníferas;-
Ora;-;2011;Viníferas;-
Palomino;-;2011;Viníferas;-
Petit Manseng;-;2011;Viníferas;-
Peverella;64.218;2011;Viníferas;-
Pinot Blanc;26.307;2011;Viníferas;-
Pinot Gris;158.788;2011;Viníferas;-
Prosecco;2.720.048;2011;Viníferas;-
Red Veltliner;-;2011;Viníferas;-
Riesling Italico;2.618.429;2011;Viníferas;-
Riesling Renano;125.166;2011;Viníferas;-
Sauvignon Blanc(2);612.060;2011;Viníferas;-
Sauvignon Gris;8.513;2011;Viníferas;-
Seara Nova;-;2011;Viníferas;-
Semillon;312.204;2011;Viníferas;-
Schonburger;14.538;2011;Viníferas;-
Sylvaner;1.435;2011;Viníferas;-
Tocai Friulano;-;2011;Viníferas;-
Trebbiano;2.439.317;2011;Viníferas;-
Trebbiano Toscano;-;2011;Viníferas;-
Verdea;-;2011;Viníferas;-
Verdelho;12.420;2011;Viníferas;-
Verdiso;-;2011;Viníferas;-
Vermentino;5.480;2011;Viníferas;-
Vernaccia;4.930;2011;Viníferas;-
Viognier;144.979;2011;Viníferas;-
Outras(3);-;2011;Viníferas;-
Total;82.404.603;2011;Viníferas;-
TINTAS;532.937.101;2011;Americanas e híbridas;-
Bacarina;12.930;2011;Americanas e híbridas;-
Bailey;769.140;2011;Americanas e híbridas;-
Bordo;139.754.250;2011;Americanas e híbridas;-
Bourdin (S);-;2011;Americanas e híbridas;-
BRS Carmen;48.450;2011;Americanas e híbridas;-
BRS Cora;2.844.280;2011;Americanas e híbridas;-
BRS Magna;-;2011;Americanas e híbridas;-
BRS Margot;-;2011;Americanas e híbridas;-
BRS Morena;-;2011;Americanas e híbridas;-
BRS Rúbea;1.333.903;2011;Americanas e híbridas;-
BRS Violeta;2.404.076;2011;Americanas e híbridas;-
BRS Vitória;-;2011;Americanas e híbridas;-
Champagnon (Champanheta);4.351;2011;Americanas e híbridas;-
Coleções;33.408;2011;Americanas e híbridas;-
Concord;44.201.322;2011;Americanas e híbridas;-
Concord clone 30;1.720.732;2011;Americanas e híbridas;-
Couderc;35.686.727;2011;Americanas e híbridas;-
Cynthiana(1);1.249.033;2011;Americanas e híbridas;-
Herbemont;8.954.135;2011;Americanas e híbridas;-
IAC 138022;-;2011;Americanas e híbridas;-
Isabel;244.626.313;2011;Americanas e híbridas;-
Isabel Precoce;7.687.712;2011;Americanas e híbridas;-
Jacquez;30.223.434;2011;Americanas e híbridas;-
Kyoko;-;2011;Americanas e híbridas;-
Landot;-;2011;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;2011;Americanas e híbridas;-
Oberlin;-;2011;Americanas e híbridas;-
Othello;-;2011;Americanas e híbridas;-
Paco;-;2011;Americanas e híbridas;-
Patricia;5.885;2011;Americanas e híbridas;-
Seibel;6.922.384;2011;Americanas e híbridas;-
Seibel 2 (seibeleto);2.839.703;2011;Americanas e híbridas;-
Seyve Willard (Tinta);1.602.693;2011;Americanas e híbridas;-
Vênus;12.240;2011;Americanas e híbridas;-
BRANCAS E ROSADAS;94.137.074;2011;Americanas e híbridas;-
Baco;-;2011;Americanas e híbridas;-
Bokay;32.810;2011;Americanas e híbridas;-
BRS Clara;4.820;2011;Americanas e híbridas;-
BRS Lorena;7.776.413;2011;Americanas e híbridas;-
Couderc 13;10.982.813;2011;Americanas e híbridas;-
Delaware;-;2011;Americanas e híbridas;-
Dona Zillá;29.190;2011;Americanas e híbridas;-
Dut Chess;-;2011;Americanas e híbridas;-
Goethe;414.977;2011;Americanas e híbridas;-
IAC;-;2011;Americanas e híbridas;-
Juliana;-;2011;Americanas e híbridas;-
Martha;3.060;2011;Americanas e híbridas;-
Mistura de uvas americanas;-;2011;Americanas e híbridas;-
Moscato Embrapa;11.200.409;2011;Americanas e híbridas;-
Niagara;-;2011;Americanas e híbridas;-
Niagara Branca;47.581.756;2011;Americanas e híbridas;-
Niagara Rosada;14.831.369;2011;Americanas e híbridas;-
Poloske;-;2011;Americanas e híbridas;-
Seleções;2.022;2011;Americanas e híbridas;-
Seyve Villard;1.007.735;2011;Americanas e híbridas;-
Seyve Villard 5276;242.415;2011;Americanas e híbridas;-
Seyve Villard 12375;-;2011;Americanas e híbridas;-
Tardia de Caxias;27.285;2011;Americanas e híbridas;-
Outras(2);-;2011;Americanas e híbridas;-
Total;627.074.175;2011;Americanas e híbridas;-
TINTAS;89.305;2011;Uvas de mesa;-
Alphonse Lavallee;-;2011;Uvas de mesa;-
Moscato de Hamburgo;89.305;2011;Uvas de mesa;-
BRANCAS;19.458;2011;Uvas de mesa;-
Cardinal;-;2011;Uvas de mesa;-
Golden Queen;-;2011;Uvas de mesa;-
Patrícia;-;2011;Uvas de mesa;-
Perlona;5.575;2011;Uvas de mesa;-
Italia;-;2011;Uvas de mesa;-
Rubi (Itália, Itália Ro);13.883;2011;Uvas de mesa;-
Total;108.763;2011;Uvas de mesa;-
-;-;2011;Sem classificação;Sem classificação
-;0;2011;Sem classificação;Total
TINTAS;39.303.313;2012;Viníferas;-
Alicante Bouschet;2.098.824;2012;Viníferas;-
Ancelota;1.274.677;2012;Viníferas;-
Aramon;-;2012;Viníferas;-
Alfrocheiro;-;2012;Viníferas;-
Arinarnoa;81.026;2012;Viníferas;-
Aspirant Bouschet;7.448;2012;Viníferas;-
Barbera;47.549;2012;Viníferas;-
Bonarda;1.114;2012;Viníferas;-
Cabernet Franc;2.594.675;2012;Viníferas;-
Cabernet Sauvignon;11.355.820;2012;Viníferas;-
Caladoc;-;2012;Viníferas;-
Campanario;-;2012;Viníferas;-
Canaiolo;-;2012;Viníferas;-
Carignan;-;2012;Viníferas;-
Carmenere;48.990;2012;Viníferas;-
Castelão;-;2012;Viníferas;-
Corvina;1.200;2012;Viníferas;-
Croatina;-;2012;Viníferas;-
Cinsaut;-;2012;Viníferas;-
Dom Felder;-;2012;Viníferas;-
Dolcetto;-;2012;Viníferas;-
Durif;-;2012;Viníferas;-
Egiodola;992.241;2012;Viníferas;-
Ekigaina;2.630;2012;Viníferas;-
Festival (Sugraone);-;2012;Viníferas;-
Franconia;-;2012;Viníferas;-
Freisa;-;2012;Viníferas;-
Gamay St Romain;10.995;2012;Viníferas;-
Gamay Beaujolais;163.664;2012;Viníferas;-
Grand Noir;-;2012;Viníferas;-
Grenache;-;2012;Viníferas;-
Jaen;-;2012;Viníferas;-
Lagrein;800;2012;Viníferas;-
Lambrusco;52.740;2012;Viníferas;-
Malbec;629.019;2012;Viníferas;-
Marzemina;-;2012;Viníferas;-
Merlot;9.645.204;2012;Viníferas;-
Marselan;261.314;2012;Viníferas;-
Molinera;990;2012;Viníferas;-
Montepulciano;27.678;2012;Viníferas;-
Moscato Bailey;-;2012;Viníferas;-
Napa Gamay;86.650;2012;Viníferas;-
Nebbiolo;37.530;2012;Viníferas;-
Petit Verdot;102.402;2012;Viníferas;-
Petite Sirah;149.196;2012;Viníferas;-
Pinotage;863.296;2012;Viníferas;-
Pinot Noir;2.799.071;2012;Viníferas;-
Pinot Saint George;20.920;2012;Viníferas;-
Piriquita;-;2012;Viníferas;-
Rebo;16.440;2012;Viníferas;-
Refosco;12.120;2012;Viníferas;-
Rondinella;1.020;2012;Viníferas;-
Ruby Cabernet;470.683;2012;Viníferas;-
Sangiovese;280.756;2012;Viníferas;-
Sira (falsa);-;2012;Viníferas;-
Tannat;4.585.214;2012;Viníferas;-
Tempranillo;283.929;2012;Viníferas;-
Teroldego;157.368;2012;Viníferas;-
Torrontes;4.300;2012;Viníferas;-
Tinta Barroca;-;2012;Viníferas;-
Touriga Francesa;-;2012;Viníferas;-
Touriga Nacional;133.820;2012;Viníferas;-
Tinta Madeira;-;2012;Viníferas;-
Tintoria;-;2012;Viníferas;-
Trincdeira;-;2012;Viníferas;-
Trousseau;-;2012;Viníferas;-
Zinfandel;-;2012;Viníferas;-
Outras1;-;2012;Viníferas;-
BRANCAS E ROSADAS;36.519.724;2012;Viníferas;-
Aliatico;-;2012;Viníferas;-
Aligote;-;2012;Viníferas;-
Altesse;-;2012;Viníferas;-
Alvarinho;5.081;2012;Viníferas;-
Arriloba;40.000;2012;Viníferas;-
Auxerrois;-;2012;Viníferas;-
Burger;-;2012;Viníferas;-
Chardonnay;6.347.044;2012;Viníferas;-
Chasselas;-;2012;Viníferas;-
Chenin Blanc;257.090;2012;Viníferas;-
Clairette(1);-;2012;Viníferas;-
Colombard;773.273;2012;Viníferas;-
Flora;68.260;2012;Viníferas;-
Garganega;-;2012;Viníferas;-
Gewurztraminer;327.678;2012;Viníferas;-
Gouveio;-;2012;Viníferas;-
Gros Manseng;-;2012;Viníferas;-
Italia (Pirovano 65) (PE);61.799;2012;Viníferas;-
Maccabeo;-;2012;Viníferas;-
Malvasia;-;2012;Viníferas;-
Malvasia Amarela;115.147;2012;Viníferas;-
Malvasia Bianca;119.122;2012;Viníferas;-
Malvasia Chianti;-;2012;Viníferas;-
Malvasia Verde;10.979;2012;Viníferas;-
Malvasia di Candia;1.825.193;2012;Viníferas;-
Malvasia Istriana;-;2012;Viníferas;-
Mistura de uvas viníferas branco;-;2012;Viníferas;-
Mistura de uvas viníferas rosado;-;2012;Viníferas;-
Moscato Branco;13.322.429;2012;Viníferas;-
Moscato Canelli;123.255;2012;Viníferas;-
Moscato Giallo;1.641.498;2012;Viníferas;-
Moscato Nazareno;633.606;2012;Viníferas;-
Moscato Bianco R2;618.266;2012;Viníferas;-
Moscato de Alexandria;184.748;2012;Viníferas;-
Moscato Rosado;-;2012;Viníferas;-
Muscat à Petits Grains;-;2012;Viníferas;-
Muller Thurgau;-;2012;Viníferas;-
Muscadelle;-;2012;Viníferas;-
Ora;-;2012;Viníferas;-
Palomino;-;2012;Viníferas;-
Petit Manseng;-;2012;Viníferas;-
Peverella;43.656;2012;Viníferas;-
Pinot Blanc;10.174;2012;Viníferas;-
Pinot Gris;187.685;2012;Viníferas;-
Prosecco;2.420.715;2012;Viníferas;-
Red Veltliner;-;2012;Viníferas;-
Riesling Italico;3.172.992;2012;Viníferas;-
Riesling Renano;195.120;2012;Viníferas;-
Sauvignon Blanc(2);855.045;2012;Viníferas;-
Sauvignon Gris;2.854;2012;Viníferas;-
Seara Nova;-;2012;Viníferas;-
Semillon;336.252;2012;Viníferas;-
Schonburger;21.348;2012;Viníferas;-
Sylvaner;144;2012;Viníferas;-
Tocai Friulano;-;2012;Viníferas;-
Trebbiano;2.576.020;2012;Viníferas;-
Trebbiano Toscano;-;2012;Viníferas;-
Verdea;-;2012;Viníferas;-
Verdelho;14.339;2012;Viníferas;-
Verdiso;-;2012;Viníferas;-
Vermentino;4.844;2012;Viníferas;-
Vernaccia;3.780;2012;Viníferas;-
Viognier;200.288;2012;Viníferas;-
Outras(3);-;2012;Viníferas;-
Total;75.823.037;2012;Viníferas;-
TINTAS;527.332.818;2012;Americanas e híbridas;-
Bacarina;3.820;2012;Americanas e híbridas;-
Bailey;912.286;2012;Americanas e híbridas;-
Bordo;127.378.006;2012;Americanas e híbridas;-
Bourdin (S);-;2012;Americanas e híbridas;-
BRS Carmen;278.602;2012;Americanas e híbridas;-
BRS Cora;3.098.082;2012;Americanas e híbridas;-
BRS Magna;-;2012;Americanas e híbridas;-
BRS Margot;-;2012;Americanas e híbridas;-
BRS Morena;-;2012;Americanas e híbridas;-
BRS Rúbea;1.332.139;2012;Americanas e híbridas;-
BRS Violeta;4.009.589;2012;Americanas e híbridas;-
BRS Vitória;-;2012;Americanas e híbridas;-
Champagnon (Champanheta);3.138;2012;Americanas e híbridas;-
Coleções;39.806;2012;Americanas e híbridas;-
Concord;44.395.218;2012;Americanas e híbridas;-
Concord clone 30;2.745.160;2012;Americanas e híbridas;-
Couderc;27.237.702;2012;Americanas e híbridas;-
Cynthiana(1);1.492.979;2012;Americanas e híbridas;-
Herbemont;7.246.411;2012;Americanas e híbridas;-
IAC 138022;-;2012;Americanas e híbridas;-
Isabel;262.942.020;2012;Americanas e híbridas;-
Isabel Precoce;11.743.388;2012;Americanas e híbridas;-
Jacquez;24.572.149;2012;Americanas e híbridas;-
Kyoko;-;2012;Americanas e híbridas;-
Landot;-;2012;Americanas e híbridas;-
Mistura de uvas americanas tinto;-;2012;Americanas e híbridas;-
Oberlin;-;2012;Americanas e híbridas;-
Othello;-;2012;Americanas e híbridas;-
Paco;-;2012;Americanas e híbridas;-
Patricia;3.015;2012;Americanas e híbridas;-
Seibel;4.056.234;2012;Americanas e híbridas;-
Seibel 2 (seibeleto);2.491.824;2012;Americanas e híbridas;-
Seyve Willard (Tinta);1.330.096;2012;Americanas e híbridas;-
Vênus;21.154;2012;Americanas e híbridas;-
BRANCAS E ROSADAS;93.549.583;2012;Americanas e híbridas;-
Baco;-;2012;Americanas e híbridas;-
Bokay;56.250;2012;Americanas e híbridas;-
BRS Clara;4.120;2012;Americanas e híbridas;-
BRS Lorena;8.792.381;2012;Americanas e híbridas;-
Couderc 13;10.185.486;2012;Americanas e híbridas;-
Delaware;-;2012;Americanas e híbridas;-
Dona Zillá;23.770;2012;Americanas e híbridas;-
Dut Chess;-;2012;Americanas e híbridas;-
Goethe;776.322;2012;Americanas e híbridas;-
IAC;-;2012;Americanas e híbridas;-
Juliana;-;2012;Americanas e híbridas;-
Martha;22.321;2012;Americanas e híbridas;-
Mistura de uvas americanas;-;2012;Americanas e híbridas;-
Moscato Embrapa;11.303.572;2012;Americanas e híbridas;-
Niagara;-;2012;Americanas e híbridas;-
Niagara Branca;47.325.170;2012;Americanas e híbridas;-
Niagara Rosada;14.040.879;2012;Americanas e híbridas;-
Poloske;-;2012;Americanas e híbridas;-
Seleções;-;2012;Americanas e híbridas;-
Seyve Villard;839.003;2012;Americanas e híbridas;-
Seyve Villard 5276;151.456;2012;Americanas e híbridas;-
Seyve Villard 12375;-;2012;Americanas e híbridas;-
Tardia de Caxias;28.853;2012;Americanas e híbridas;-
Outras(2);-;2012;Americanas e híbridas;-
Total;620.882.401;2012;Americanas e híbridas;-
TINTAS;145.132;2012;Uvas de mesa;-
Alphonse Lavallee;-;2012;Uvas de mesa;-
Moscato de Hamburgo;145.132;2012;Uvas de mesa;-
BRANCAS;62.564;2012;Uvas de mesa;-
Cardinal;-;2012;Uvas de mesa;-
Golden Queen;-;2012;Uvas de mesa;-
Patrícia;-;2012;Uvas de mesa;-
Perlona;9.695;2012;Uvas de mesa;-
Italia;-;2012;Uvas de mesa;-
Rubi (Itália, Itália Ro);52.869;2012;Uvas de mesa;-
Total;207.696;2012;Uvas de mesa;-
-;-;2012;Sem classificação;Sem classificação
-;0;2012;Sem classificação;Total
TINTAS;36.855.419;2013;Viníferas;-
Alicante Bouschet;1.524.728;2013;Viníferas;-
Ancelota;1.137.943;2013;Viníferas;-
Aramon;-;2013;Viníferas;-
Alfrocheiro;-;2013;Viníferas;-
Arinarnoa;65.001;2013;Viníferas;-
Aspirant Bouschet;3.650;2013;Viníferas;-
Barbera;40.630;2013;Viníferas;-
Bonarda;-;2013;Viníferas;-
Cabernet Franc;2.452.229;2013;Viníferas;-
Cabernet Sauvignon;10.651.084;2013;Viníferas;-
Caladoc;2.480;2013;Viníferas;-
Campanario;-;2013;Viníferas;-
Canaiolo;-;2013;Viníferas;-
Carignan;-;2013;Viníferas;-
Carmenere;44.414;2013;Viníferas;-
Castelão;-;2013;Viníferas;-
Corvina;1.382;2013;Viníferas;-
Croatina;-;2013;Viníferas;-
Cinsaut;-;2013;Viníferas;-
Dom Felder;-;2013;Viníferas;-
Dolcetto;-;2013;Viníferas;-
Durif;-;2013;Viníferas;-
Egiodola;1.059.250;2013;Viníferas;-
Ekigaina;1.720;2013;Viníferas;-
Festival (Sugraone);-;2013;Viníferas;-
Franconia;-;2013;Viníferas;-
Freisa;-;2013;Viníferas;-
Gamay St Romain;11.615;2013;Viníferas;-
Gamay Beaujolais;135.405;2013;Viníferas;-
Grand Noir;-;2013;Viníferas;-
Grenache;-;2013;Viníferas;-
Jaen;-;2013;Viníferas;-
Lagrein;15.300;2013;Viníferas;-
Lambrusco;56.120;2013;Viníferas;-
Malbec;590.041;2013;Viníferas;-
Marzemina;-;2013;Viníferas;-
Merlot;10.179.782;2013;Viníferas;-
Marselan;345.504;2013;Viníferas;-
Molinera;1.009;2013;Viníferas;-
Montepulciano;41.888;2013;Viníferas;-
Moscato Bailey;-;2013;Viníferas;-
Napa Gamay;55.550;2013;Viníferas;-
Nebbiolo;9.327;2013;Viníferas;-
Petit Verdot;167.522;2013;Viníferas;-
Petite Sirah;105.934;2013;Viníferas;-
Pinotage;816.883;2013;Viníferas;-
Pinot Noir;2.392.357;2013;Viníferas;-
Pinot Saint George;14.120;2013;Viníferas;-
Piriquita;-;2013;Viníferas;-
Rebo;19.780;2013;Viníferas;-
Refosco;12.080;2013;Viníferas;-
Rondinella;1.089;2013;Viníferas;-
Ruby Cabernet;526.124;2013;Viníferas;-
Sangiovese;277.679;2013;Viníferas;-
Sira (falsa);-;2013;Viníferas;-
Tannat;3.612.439;2013;Viníferas;-
Tempranillo;219.163;2013;Viníferas;-
Teroldego;124.542;2013;Viníferas;-
Torrontes;3.090;2013;Viníferas;-
Tinta Barroca;-;2013;Viníferas;-
Touriga Francesa;-;2013;Viníferas;-
Touriga Nacional;136.565;2013;Viníferas;-
Tinta Madeira;-;2013;Viníferas;-
Tintoria;-;2013;Viníferas;-
Trincdeira;-;2013;Viníferas;-
Trousseau;-;2013;Viníferas;-
Zinfandel;-;2013;Viníferas;-
Outras1;-;2013;Viníferas;-
BRANCAS E ROSADAS;36.958.341;2013;Viníferas;-
Aliatico;-;2013;Viníferas;-
Aligote;-;2013;Viníferas;-
Altesse;-;2013;Viníferas;-
Alvarinho;12.413;2013;Viníferas;-
Arriloba;28.829;2013;Viníferas;-
Auxerrois;-;2013;Viníferas;-
Burger;-;2013;Viníferas;-
Chardonnay;6.174.156;2013;Viníferas;-
Chasselas;-;2013;Viníferas;-
Chenin Blanc;264.090;2013;Viníferas;-
Clairette(1);-;2013;Viníferas;-
Colombard;673.158;2013;Viníferas;-
Flora;72.410;2013;Viníferas;-
Garganega;-;2013;Viníferas;-
Gewurztraminer;239.469;2013;Viníferas;-
Gouveio;-;2013;Viníferas;-
Gros Manseng;4.640;2013;Viníferas;-
Italia (Pirovano 65) (PE);5.671;2013;Viníferas;-
Maccabeo;3.558;2013;Viníferas;-
Malvasia;-;2013;Viníferas;-
Malvasia Amarela;519.959;2013;Viníferas;-
Malvasia Bianca;184.949;2013;Viníferas;-
Malvasia Chianti;5.061;2013;Viníferas;-
Malvasia Verde;18.690;2013;Viníferas;-
Malvasia di Candia;1.692.882;2013;Viníferas;-
Malvasia Istriana;-;2013;Viníferas;-
Mistura de uvas viníferas branco;-;2013;Viníferas;-
Mistura de uvas viníferas rosado;-;2013;Viníferas;-
Moscato Branco;13.136.399;2013;Viníferas;-
Moscato Canelli;64.800;2013;Viníferas;-
Moscato Giallo;1.813.522;2013;Viníferas;-
Moscato Nazareno;831.206;2013;Viníferas;-
Moscato Bianco R2;678.267;2013;Viníferas;-
Moscato de Alexandria;211.532;2013;Viníferas;-
Moscato Rosado;-;2013;Viníferas;-
Muscat à Petits Grains;-;2013;Viníferas;-
Muller Thurgau;-;2013;Viníferas;-
Muscadelle;-;2013;Viníferas;-
Ora;-;2013;Viníferas;-
Palomino;-;2013;Viníferas;-
Petit Manseng;-;2013;Viníferas;-
Peverella;44.137;2013;Viníferas;-
Pinot Blanc;8.720;2013;Viníferas;-
Pinot Gris;126.844;2013;Viníferas;-
Prosecco;2.852.648;2013;Viníferas;-
Red Veltliner;-;2013;Viníferas;-
